cuisines,votes,name
South Indian,93,2
South Indian,94,4
South Indian,96,1
South Indian,97,3
South Indian,98,2
South Indian,99,1
South Indian,100,6
South Indian,101,4
South Indian,102,2
South Indian,104,2
South Indian,105,2
South Indian,106,8
South Indian,109,2
South Indian,111,1
South Indian,112,1
South Indian,115,4
South Indian,126,1
South Indian,127,1
South Indian,128,1
South Indian,129,1
South Indian,130,3
South Indian,134,2
South Indian,135,1
South Indian,140,3
South Indian,141,1
South Indian,144,6
South Indian,148,2
South Indian,153,2
South Indian,159,1
South Indian,163,1
South Indian,177,1
South Indian,178,1
South Indian,179,1
South Indian,181,2
South Indian,187,1
South Indian,189,4
South Indian,191,1
South Indian,193,1
South Indian,197,1
South Indian,202,1
South Indian,203,5
South Indian,205,1
South Indian,206,2
South Indian,207,1
South Indian,208,2
South Indian,214,2
South Indian,219,1
South Indian,220,2
South Indian,222,1
South Indian,228,1
South Indian,238,2
South Indian,253,3
South Indian,254,1
South Indian,255,1
South Indian,257,1
South Indian,264,4
South Indian,266,1
South Indian,267,3
South Indian,274,4
South Indian,275,4
South Indian,276,1
South Indian,278,2
South Indian,280,1
South Indian,282,1
South Indian,283,1
South Indian,284,1
South Indian,286,2
South Indian,287,2
South Indian,310,1
South Indian,316,1
South Indian,319,1
South Indian,322,3
South Indian,325,1
South Indian,326,2
South Indian,327,4
South Indian,343,2
South Indian,344,1
South Indian,421,1
South Indian,424,2
South Indian,434,2
South Indian,444,4
South Indian,449,1
South Indian,463,1
South Indian,466,1
South Indian,468,4
South Indian,470,1
South Indian,473,4
South Indian,478,1
South Indian,482,1
South Indian,485,1
South Indian,489,2
South Indian,504,2
South Indian,558,4
South Indian,560,1
South Indian,562,1
South Indian,564,1
South Indian,650,1
South Indian,651,1
South Indian,653,1
South Indian,654,1
South Indian,655,1
South Indian,656,5
South Indian,678,1
South Indian,690,1
South Indian,697,2
South Indian,700,2
South Indian,703,1
South Indian,722,2
South Indian,731,1
South Indian,748,1
South Indian,750,1
South Indian,873,2
South Indian,875,1
South Indian,969,1
South Indian,971,2
South Indian,972,4
South Indian,973,3
South Indian,1217,1
South Indian,1218,1
South Indian,1221,1
South Indian,1223,2
South Indian,1573,2
South Indian,1576,3
South Indian,1597,1
South Indian,1598,1
South Indian,1602,2
South Indian,1604,1
South Indian,1610,1
South Indian,1611,1
South Indian,1878,1
South Indian,2407,1
South Indian,2416,1
South Indian,2679,1
South Indian,2896,1
South Indian,4408,2
South Indian,4421,2
South Indian,4460,2
"South Indian, Biryani",0,82
"South Indian, Biryani",4,26
"South Indian, Biryani",5,1
"South Indian, Biryani",6,27
"South Indian, Biryani",9,14
"South Indian, Biryani",10,21
"South Indian, Biryani",11,2
"South Indian, Biryani",13,4
"South Indian, Biryani",14,2
"South Indian, Biryani",15,2
"South Indian, Biryani",17,3
"South Indian, Biryani",24,3
"South Indian, Biryani",29,6
"South Indian, Biryani",30,1
"South Indian, Biryani",31,6
"South Indian, Biryani",33,2
"South Indian, Biryani",39,4
"South Indian, Biryani",70,1
"South Indian, Biryani",78,3
"South Indian, Biryani",79,10
"South Indian, Biryani",92,1
"South Indian, Biryani",95,2
"South Indian, Biryani",97,2
"South Indian, Biryani",112,2
"South Indian, Biryani",116,2
"South Indian, Biryani",120,1
"South Indian, Biryani",199,2
"South Indian, Biryani",200,3
"South Indian, Biryani",258,1
"South Indian, Biryani",266,2
"South Indian, Biryani",268,2
"South Indian, Biryani",332,1
"South Indian, Biryani",725,1
"South Indian, Biryani",734,1
"South Indian, Biryani",760,1
"South Indian, Biryani",2486,1
"South Indian, Biryani",2497,1
"South Indian, Chinese",0,86
"South Indian, Chinese",4,23
"South Indian, Chinese",5,4
"South Indian, Chinese",6,1
"South Indian, Chinese",7,2
"South Indian, Chinese",8,2
"South Indian, Chinese",9,2
"South Indian, Chinese",10,11
"South Indian, Chinese",11,5
"South Indian, Chinese",12,3
"South Indian, Chinese",13,11
"South Indian, Chinese",14,3
"South Indian, Chinese",16,6
"South Indian, Chinese",17,2
"South Indian, Chinese",18,4
"South Indian, Chinese",21,7
"South Indian, Chinese",22,3
"South Indian, Chinese",23,4
"South Indian, Chinese",27,5
"South Indian, Chinese",28,1
"South Indian, Chinese",33,1
"South Indian, Chinese",34,11
"South Indian, Chinese",40,5
"South Indian, Chinese",46,1
"South Indian, Chinese",54,1
"South Indian, Chinese",55,1
"South Indian, Chinese",56,2
"South Indian, Chinese",58,2
"South Indian, Chinese",59,1
"South Indian, Chinese",60,1
"South Indian, Chinese",62,2
"South Indian, Chinese",70,5
"South Indian, Chinese",73,4
"South Indian, Chinese",93,10
"South Indian, Chinese",94,2
"South Indian, Chinese",106,10
"South Indian, Chinese",166,1
"South Indian, Chinese",232,3
"South Indian, Chinese",233,5
"South Indian, Chinese",370,1
"South Indian, Chinese, North Indian",0,59
"South Indian, Chinese, North Indian",6,2
"South Indian, Chinese, North Indian",7,2
"South Indian, Chinese, North Indian",9,2
"South Indian, Chinese, North Indian",15,1
"South Indian, Chinese, North Indian",17,1
"South Indian, Chinese, North Indian",19,2
"South Indian, Chinese, North Indian",20,1
"South Indian, Chinese, North Indian",27,2
"South Indian, Chinese, North Indian",30,1
"South Indian, Chinese, North Indian",33,6
"South Indian, Chinese, North Indian",39,6
"South Indian, Chinese, North Indian",53,1
"South Indian, Chinese, North Indian",66,3
"South Indian, Chinese, North Indian",67,8
"South Indian, Chinese, North Indian",71,2
"South Indian, Chinese, North Indian",77,1
"South Indian, Chinese, North Indian",79,1
"South Indian, Chinese, North Indian",111,1
"South Indian, Chinese, North Indian",171,1
"South Indian, Chinese, North Indian",443,2
"South Indian, Fast Food",0,46
"South Indian, Fast Food",5,4
"South Indian, Fast Food",8,1
"South Indian, Fast Food",14,2
"South Indian, Fast Food",33,1
"South Indian, Fast Food",34,3
"South Indian, Fast Food",35,2
"South Indian, Fast Food",65,2
"South Indian, Fast Food",66,7
"South Indian, Fast Food",67,2
"South Indian, Fast Food",70,1
"South Indian, Fast Food",74,1
"South Indian, Fast Food",81,6
"South Indian, Fast Food",92,2
"South Indian, Fast Food",136,3
"South Indian, Fast Food",137,4
"South Indian, Fast Food",197,4
"South Indian, Fast Food",237,5
"South Indian, Fast Food",286,3
"South Indian, Fast Food",543,3
"South Indian, Fast Food",544,1
"South Indian, Fast Food",549,1
"South Indian, North Indian",0,123
"South Indian, North Indian",4,13
"South Indian, North Indian",5,2
"South Indian, North Indian",6,20
"South Indian, North Indian",7,3
"South Indian, North Indian",8,7
"South Indian, North Indian",9,3
"South Indian, North Indian",10,2
"South Indian, North Indian",11,23
"South Indian, North Indian",12,3
"South Indian, North Indian",14,6
"South Indian, North Indian",15,5
"South Indian, North Indian",17,11
"South Indian, North Indian",18,3
"South Indian, North Indian",19,5
"South Indian, North Indian",20,3
"South Indian, North Indian",21,2
"South Indian, North Indian",22,5
"South Indian, North Indian",23,6
"South Indian, North Indian",24,3
"South Indian, North Indian",28,1
"South Indian, North Indian",31,9
"South Indian, North Indian",38,1
"South Indian, North Indian",39,3
"South Indian, North Indian",46,1
"South Indian, North Indian",47,4
"South Indian, North Indian",49,4
"South Indian, North Indian",50,1
"South Indian, North Indian",52,2
"South Indian, North Indian",53,2
"South Indian, North Indian",56,7
"South Indian, North Indian",68,12
"South Indian, North Indian",69,3
"South Indian, North Indian",71,2
"South Indian, North Indian",73,1
"South Indian, North Indian",88,2
"South Indian, North Indian",99,7
"South Indian, North Indian",135,1
"South Indian, North Indian",136,1
"South Indian, North Indian",169,5
"South Indian, North Indian",170,8
"South Indian, North Indian",206,2
"South Indian, North Indian",221,1
"South Indian, North Indian",223,1
"South Indian, North Indian",254,1
"South Indian, North Indian",339,1
"South Indian, North Indian",371,6
"South Indian, North Indian",484,2
"South Indian, North Indian",491,2
"South Indian, North Indian",493,2
"South Indian, North Indian, Chinese",0,166
"South Indian, North Indian, Chinese",4,19
"South Indian, North Indian, Chinese",5,7
"South Indian, North Indian, Chinese",6,4
"South Indian, North Indian, Chinese",7,23
"South Indian, North Indian, Chinese",8,8
"South Indian, North Indian, Chinese",9,13
"South Indian, North Indian, Chinese",10,13
"South Indian, North Indian, Chinese",11,9
"South Indian, North Indian, Chinese",12,3
"South Indian, North Indian, Chinese",13,18
"South Indian, North Indian, Chinese",14,19
"South Indian, North Indian, Chinese",15,10
"South Indian, North Indian, Chinese",16,8
"South Indian, North Indian, Chinese",17,3
"South Indian, North Indian, Chinese",18,1
"South Indian, North Indian, Chinese",19,10
"South Indian, North Indian, Chinese",20,16
"South Indian, North Indian, Chinese",21,28
"South Indian, North Indian, Chinese",22,3
"South Indian, North Indian, Chinese",23,4
"South Indian, North Indian, Chinese",24,14
"South Indian, North Indian, Chinese",25,11
"South Indian, North Indian, Chinese",26,2
"South Indian, North Indian, Chinese",27,2
"South Indian, North Indian, Chinese",28,3
"South Indian, North Indian, Chinese",29,2
"South Indian, North Indian, Chinese",30,11
"South Indian, North Indian, Chinese",31,17
"South Indian, North Indian, Chinese",32,5
"South Indian, North Indian, Chinese",33,2
"South Indian, North Indian, Chinese",34,1
"South Indian, North Indian, Chinese",35,2
"South Indian, North Indian, Chinese",36,2
"South Indian, North Indian, Chinese",37,2
"South Indian, North Indian, Chinese",38,1
"South Indian, North Indian, Chinese",40,1
"South Indian, North Indian, Chinese",41,1
"South Indian, North Indian, Chinese",42,11
"South Indian, North Indian, Chinese",43,3
"South Indian, North Indian, Chinese",47,3
"South Indian, North Indian, Chinese",48,2
"South Indian, North Indian, Chinese",49,2
"South Indian, North Indian, Chinese",50,12
"South Indian, North Indian, Chinese",52,11
"South Indian, North Indian, Chinese",55,2
"South Indian, North Indian, Chinese",61,2
"South Indian, North Indian, Chinese",62,10
"South Indian, North Indian, Chinese",64,5
"South Indian, North Indian, Chinese",67,8
"South Indian, North Indian, Chinese",69,3
"South Indian, North Indian, Chinese",70,1
"South Indian, North Indian, Chinese",71,1
"South Indian, North Indian, Chinese",72,8
"South Indian, North Indian, Chinese",74,4
"South Indian, North Indian, Chinese",76,2
"South Indian, North Indian, Chinese",77,4
"South Indian, North Indian, Chinese",82,2
"South Indian, North Indian, Chinese",83,1
"South Indian, North Indian, Chinese",84,5
"South Indian, North Indian, Chinese",90,2
"South Indian, North Indian, Chinese",91,2
"South Indian, North Indian, Chinese",92,5
"South Indian, North Indian, Chinese",93,1
"South Indian, North Indian, Chinese",95,1
"South Indian, North Indian, Chinese",99,5
"South Indian, North Indian, Chinese",100,5
"South Indian, North Indian, Chinese",101,6
"South Indian, North Indian, Chinese",102,8
"South Indian, North Indian, Chinese",106,4
"South Indian, North Indian, Chinese",108,2
"South Indian, North Indian, Chinese",117,1
"South Indian, North Indian, Chinese",126,7
"South Indian, North Indian, Chinese",127,1
"South Indian, North Indian, Chinese",128,1
"South Indian, North Indian, Chinese",129,4
"South Indian, North Indian, Chinese",130,3
"South Indian, North Indian, Chinese",131,3
"South Indian, North Indian, Chinese",133,1
"South Indian, North Indian, Chinese",135,4
"South Indian, North Indian, Chinese",137,2
"South Indian, North Indian, Chinese",140,2
"South Indian, North Indian, Chinese",141,2
"South Indian, North Indian, Chinese",142,2
"South Indian, North Indian, Chinese",148,2
"South Indian, North Indian, Chinese",156,1
"South Indian, North Indian, Chinese",158,1
"South Indian, North Indian, Chinese",159,1
"South Indian, North Indian, Chinese",160,2
"South Indian, North Indian, Chinese",161,2
"South Indian, North Indian, Chinese",162,1
"South Indian, North Indian, Chinese",164,2
"South Indian, North Indian, Chinese",166,6
"South Indian, North Indian, Chinese",167,1
"South Indian, North Indian, Chinese",170,1
"South Indian, North Indian, Chinese",178,1
"South Indian, North Indian, Chinese",180,1
"South Indian, North Indian, Chinese",193,2
"South Indian, North Indian, Chinese",194,7
"South Indian, North Indian, Chinese",199,1
"South Indian, North Indian, Chinese",203,1
"South Indian, North Indian, Chinese",253,2
"South Indian, North Indian, Chinese",265,1
"South Indian, North Indian, Chinese",317,2
"South Indian, North Indian, Chinese",327,3
"South Indian, North Indian, Chinese",332,3
"South Indian, North Indian, Chinese",334,2
"South Indian, North Indian, Chinese",335,1
"South Indian, North Indian, Chinese",339,3
"South Indian, North Indian, Chinese",340,1
"South Indian, North Indian, Chinese",377,1
"South Indian, North Indian, Chinese",378,1
"South Indian, North Indian, Chinese",379,1
"South Indian, North Indian, Chinese",396,1
"South Indian, North Indian, Chinese",398,1
"South Indian, North Indian, Chinese",403,1
"South Indian, North Indian, Chinese",417,1
"South Indian, North Indian, Chinese",419,1
"South Indian, North Indian, Chinese",518,2
"South Indian, North Indian, Chinese",519,4
"South Indian, North Indian, Chinese",520,1
"South Indian, North Indian, Chinese",538,1
"South Indian, North Indian, Chinese",600,2
"South Indian, North Indian, Chinese",674,2
"South Indian, North Indian, Chinese",676,7
"South Indian, North Indian, Chinese",679,1
"South Indian, North Indian, Chinese",771,3
"South Indian, North Indian, Chinese",1192,2
"South Indian, North Indian, Chinese",1195,1
"South Indian, North Indian, Chinese",1196,1
"South Indian, North Indian, Chinese, Street Food",0,15
"South Indian, North Indian, Chinese, Street Food",4,3
"South Indian, North Indian, Chinese, Street Food",6,4
"South Indian, North Indian, Chinese, Street Food",8,1
"South Indian, North Indian, Chinese, Street Food",11,2
"South Indian, North Indian, Chinese, Street Food",12,5
"South Indian, North Indian, Chinese, Street Food",13,6
"South Indian, North Indian, Chinese, Street Food",15,3
"South Indian, North Indian, Chinese, Street Food",16,1
"South Indian, North Indian, Chinese, Street Food",18,1
"South Indian, North Indian, Chinese, Street Food",20,3
"South Indian, North Indian, Chinese, Street Food",22,1
"South Indian, North Indian, Chinese, Street Food",26,1
"South Indian, North Indian, Chinese, Street Food",32,1
"South Indian, North Indian, Chinese, Street Food",36,11
"South Indian, North Indian, Chinese, Street Food",38,4
"South Indian, North Indian, Chinese, Street Food",39,3
"South Indian, North Indian, Chinese, Street Food",41,2
"South Indian, North Indian, Chinese, Street Food",49,5
"South Indian, North Indian, Chinese, Street Food",51,2
"South Indian, North Indian, Chinese, Street Food",52,1
"South Indian, North Indian, Chinese, Street Food",53,5
"South Indian, North Indian, Chinese, Street Food",54,2
"South Indian, North Indian, Chinese, Street Food",57,3
"South Indian, North Indian, Chinese, Street Food",58,2
"South Indian, North Indian, Chinese, Street Food",60,4
"South Indian, North Indian, Chinese, Street Food",70,2
"South Indian, North Indian, Chinese, Street Food",81,1
"South Indian, North Indian, Chinese, Street Food",82,5
"South Indian, North Indian, Chinese, Street Food",86,1
"South Indian, North Indian, Chinese, Street Food",97,1
"South Indian, North Indian, Chinese, Street Food",100,1
"South Indian, North Indian, Chinese, Street Food",101,2
"South Indian, North Indian, Chinese, Street Food",155,4
"South Indian, North Indian, Chinese, Street Food",156,4
"South Indian, North Indian, Chinese, Street Food",160,1
"South Indian, North Indian, Chinese, Street Food",161,2
"South Indian, North Indian, Chinese, Street Food",163,5
"South Indian, North Indian, Chinese, Street Food",201,3
"South Indian, North Indian, Chinese, Street Food",207,4
"South Indian, North Indian, Chinese, Street Food",208,4
"South Indian, North Indian, Chinese, Street Food",210,2
"South Indian, North Indian, Chinese, Street Food",211,1
"South Indian, North Indian, Chinese, Street Food",240,2
"South Indian, North Indian, Chinese, Street Food",241,1
"South Indian, North Indian, Chinese, Street Food",244,2
"South Indian, North Indian, Chinese, Street Food",266,1
"South Indian, North Indian, Chinese, Street Food",289,4
"South Indian, North Indian, Chinese, Street Food",291,3
"South Indian, North Indian, Chinese, Street Food",301,1
"South Indian, North Indian, Chinese, Street Food",325,2
"South Indian, North Indian, Chinese, Street Food",404,2
"South Indian, North Indian, Chinese, Street Food",407,1
"South Indian, North Indian, Chinese, Street Food",409,1
"South Indian, North Indian, Chinese, Street Food",425,1
"South Indian, North Indian, Chinese, Street Food",446,2
"South Indian, North Indian, Chinese, Street Food",465,3
"South Indian, North Indian, Chinese, Street Food",467,1
"South Indian, North Indian, Chinese, Street Food",468,1
"South Indian, North Indian, Chinese, Street Food",469,1
"South Indian, North Indian, Chinese, Street Food",473,8
"South Indian, North Indian, Chinese, Street Food",474,1
"South Indian, North Indian, Chinese, Street Food",532,2
"South Indian, North Indian, Chinese, Street Food",564,1
"South Indian, North Indian, Chinese, Street Food",734,2
"South Indian, North Indian, Chinese, Street Food",775,1
"South Indian, North Indian, Chinese, Street Food",783,2
"South Indian, North Indian, Chinese, Street Food",785,1
"South Indian, North Indian, Chinese, Street Food",786,1
"South Indian, North Indian, Chinese, Street Food",787,1
"South Indian, North Indian, Chinese, Street Food",789,2
"South Indian, North Indian, Chinese, Street Food",790,1
Street Food,0,46
Street Food,4,14
Street Food,5,1
Street Food,6,6
Street Food,7,20
Street Food,8,2
Street Food,9,18
Street Food,11,2
Street Food,12,5
Street Food,13,4
Street Food,14,7
Street Food,15,5
Street Food,16,3
Street Food,18,6
Street Food,19,5
Street Food,20,1
Street Food,21,2
Street Food,22,1
Street Food,23,1
Street Food,25,3
Street Food,27,4
Street Food,29,2
Street Food,31,2
Street Food,32,4
Street Food,33,8
Street Food,34,9
Street Food,35,2
Street Food,38,2
Street Food,39,1
Street Food,41,3
Street Food,42,3
Street Food,43,1
Street Food,44,4
Street Food,47,2
Street Food,49,1
Street Food,50,1
Street Food,51,2
Street Food,61,3
Street Food,62,1
Street Food,65,5
Street Food,69,2
Street Food,74,1
Street Food,76,1
Street Food,78,1
Street Food,84,6
Street Food,86,2
Street Food,91,3
Street Food,93,5
Street Food,188,3
Street Food,201,2
Street Food,215,3
Street Food,217,2
Street Food,219,2
Street Food,233,2
Street Food,239,1
Street Food,240,1
Street Food,241,1
Street Food,306,1
Street Food,312,1
Street Food,449,3
Street Food,453,1
Street Food,471,1
others,0,3687
others,2,7
others,4,444
others,5,254
others,6,326
others,7,371
others,8,200
others,9,296
others,10,270
others,11,310
others,12,225
others,13,181
others,14,194
others,15,133
others,16,241
others,17,185
others,18,167
others,19,180
others,20,142
others,21,168
others,22,119
others,23,200
others,24,171
others,25,144
others,26,134
others,27,97
others,28,129
others,29,68
others,30,97
others,31,113
others,32,124
others,33,107
others,34,171
others,35,79
others,36,95
others,37,113
others,38,119
others,39,102
others,40,75
others,41,90
others,42,118
others,43,91
others,44,103
others,45,55
others,46,103
others,47,105
others,48,97
others,49,84
others,50,86
others,51,81
others,52,80
others,53,113
others,54,117
others,55,57
others,56,75
others,57,100
others,58,64
others,59,87
others,60,38
others,61,90
others,62,71
others,63,62
others,64,79
others,65,59
others,66,60
others,67,56
others,68,52
others,69,53
others,70,64
others,71,59
others,72,71
others,73,69
others,74,97
others,75,76
others,76,75
others,77,33
others,78,28
others,79,37
others,80,44
others,81,26
others,82,67
others,83,50
others,84,35
others,85,53
others,86,28
others,87,28
others,88,49
others,89,71
others,90,50
others,91,51
others,92,28
others,93,38
others,94,49
others,95,65
others,96,60
others,97,65
others,98,33
others,99,37
others,100,37
others,101,45
others,102,27
others,103,15
others,104,53
others,105,39
others,106,39
others,107,42
others,108,54
others,109,36
others,110,49
others,111,30
others,112,43
others,113,50
others,114,33
others,115,57
others,116,33
others,117,58
others,118,38
others,119,51
others,120,37
others,121,50
others,122,59
others,123,22
others,124,49
others,125,36
others,126,29
others,127,27
others,128,32
others,129,39
others,130,26
others,131,25
others,132,43
others,133,39
others,134,32
others,135,22
others,136,32
others,137,35
others,138,38
others,139,23
others,140,46
others,141,42
others,142,24
others,143,16
others,144,37
others,145,36
others,146,21
others,147,21
others,148,36
others,149,40
others,150,27
others,151,43
others,152,68
others,153,25
others,154,11
others,155,28
others,156,18
others,157,27
others,158,37
others,159,20
others,160,19
others,161,15
others,162,14
others,163,21
others,164,29
others,165,35
others,166,37
others,167,20
others,168,18
others,169,24
others,170,29
others,171,18
others,172,34
others,173,11
others,174,32
others,175,28
others,176,46
others,177,44
others,178,25
others,179,22
others,180,16
others,181,21
others,182,20
others,183,29
others,184,34
others,185,33
others,186,16
others,187,27
others,188,32
others,189,15
others,190,21
others,191,16
others,192,10
others,193,20
others,194,22
others,195,34
others,196,17
others,197,16
others,198,32
others,199,1
others,200,33
others,201,29
others,202,21
others,203,37
others,204,18
others,205,22
others,206,20
others,207,26
others,208,30
others,209,31
others,210,26
others,211,28
others,212,35
others,213,31
others,214,33
others,215,24
others,216,23
others,217,35
others,218,23
others,219,32
others,220,18
others,221,38
others,222,17
others,223,21
others,224,34
others,225,25
others,226,22
others,227,19
others,228,19
others,229,11
others,230,17
others,231,36
others,232,31
others,233,20
others,234,28
others,235,16
others,236,23
others,237,25
others,238,11
others,239,22
others,240,19
others,241,19
others,242,18
others,243,17
others,244,20
others,245,13
others,246,8
others,247,28
others,248,11
others,249,8
others,250,9
others,251,6
others,252,17
others,253,10
others,254,6
others,255,23
others,256,14
others,257,16
others,258,21
others,259,38
others,260,5
others,261,29
others,262,8
others,263,18
others,264,12
others,265,11
others,266,12
others,267,15
others,268,11
others,269,11
others,270,20
others,271,23
others,272,11
others,273,23
others,274,15
others,275,2
others,276,3
others,277,20
others,278,5
others,279,6
others,280,11
others,281,25
others,282,9
others,283,18
others,284,14
others,285,8
others,286,4
others,287,10
others,288,4
others,289,31
others,290,17
others,291,32
others,292,18
others,293,29
others,294,27
others,295,17
others,296,9
others,297,11
others,298,7
others,299,4
others,300,16
others,301,9
others,302,12
others,303,4
others,304,7
others,305,4
others,306,22
others,307,9
others,308,8
others,309,8
others,310,23
others,311,11
others,312,13
others,313,9
others,314,22
others,315,15
others,316,9
others,317,14
others,318,3
others,319,4
others,320,15
others,321,14
others,322,7
others,323,24
others,324,33
others,325,18
others,326,16
others,327,8
others,328,11
others,329,10
others,330,7
others,331,14
others,332,8
others,333,3
others,334,15
others,335,7
others,336,13
others,337,11
others,338,10
others,339,12
others,340,14
others,341,19
others,342,16
others,343,17
others,344,12
others,345,17
others,346,11
others,347,14
others,348,11
others,349,9
others,350,5
others,351,7
others,352,2
others,353,4
others,354,28
others,355,5
others,356,5
others,357,7
others,358,5
others,359,3
others,360,12
others,361,10
others,362,18
others,363,11
others,364,17
others,365,4
others,366,10
others,367,11
others,368,5
others,369,3
others,370,8
others,371,10
others,372,10
others,373,12
others,374,8
others,375,6
others,376,9
others,377,20
others,378,9
others,379,13
others,380,11
others,382,23
others,383,15
others,384,14
others,385,8
others,386,11
others,387,9
others,388,5
others,389,4
others,390,7
others,391,22
others,392,3
others,393,12
others,394,7
others,395,9
others,396,3
others,397,6
others,398,7
others,399,27
others,400,5
others,401,7
others,402,25
others,403,8
others,404,5
others,405,10
others,406,10
others,407,5
others,408,4
others,409,16
others,410,4
others,411,2
others,412,3
others,413,6
others,414,22
others,415,9
others,416,8
others,417,1
others,418,13
others,419,7
others,420,14
others,421,17
others,422,2
others,423,2
others,424,5
others,425,2
others,426,16
others,427,13
others,428,7
others,429,5
others,430,10
others,431,18
others,432,9
others,433,13
others,434,2
others,435,9
others,436,2
others,437,1
others,438,9
others,439,5
others,440,1
others,441,9
others,442,7
others,443,8
others,444,9
others,445,7
others,446,8
others,447,5
others,448,5
others,449,4
others,450,28
others,451,2
others,452,4
others,453,3
others,454,14
others,455,2
others,456,9
others,457,9
others,458,4
others,459,12
others,460,7
others,461,15
others,462,18
others,463,6
others,464,20
others,465,18
others,466,11
others,467,12
others,468,18
others,469,18
others,470,6
others,471,7
others,472,3
others,473,7
others,474,2
others,475,11
others,476,6
others,478,4
others,480,12
others,481,9
others,482,4
others,483,10
others,484,18
others,485,14
others,486,4
others,487,9
others,488,15
others,489,1
others,490,4
others,491,2
others,492,5
others,493,4
others,494,9
others,495,1
others,496,13
others,497,3
others,498,13
others,499,7
others,500,10
others,501,6
others,502,5
others,503,7
others,504,11
others,505,13
others,506,18
others,507,8
others,508,7
others,509,3
others,510,15
others,511,4
others,512,2
others,513,3
others,514,11
others,515,15
others,516,6
others,517,1
others,518,1
others,519,12
others,520,4
others,521,9
others,522,9
others,523,15
others,524,5
others,525,4
others,526,6
others,527,2
others,528,4
others,529,5
others,530,5
others,531,9
others,532,8
others,533,14
others,534,4
others,535,5
others,536,8
others,537,11
others,538,10
others,539,15
others,540,3
others,541,4
others,542,1
others,543,3
others,544,10
others,545,1
others,546,8
others,547,1
others,548,13
others,549,14
others,550,9
others,551,15
others,552,7
others,553,12
others,554,10
others,555,4
others,556,9
others,557,5
others,558,1
others,559,12
others,560,6
others,561,2
others,563,9
others,564,11
others,565,1
others,566,6
others,567,5
others,568,11
others,569,7
others,570,18
others,571,15
others,572,2
others,573,1
others,574,2
others,575,1
others,576,6
others,577,13
others,578,14
others,579,6
others,580,11
others,581,2
others,582,7
others,583,6
others,584,15
others,585,5
others,586,3
others,587,5
others,588,2
others,589,5
others,590,13
others,591,8
others,592,12
others,593,2
others,594,2
others,595,7
others,596,7
others,597,10
others,598,8
others,599,8
others,600,6
others,601,14
others,602,6
others,603,5
others,604,3
others,605,4
others,606,8
others,608,6
others,609,4
others,610,1
others,611,6
others,612,6
others,613,7
others,614,10
others,615,1
others,616,9
others,617,11
others,618,9
others,619,8
others,620,10
others,621,1
others,622,1
others,623,4
others,624,5
others,625,2
others,626,1
others,627,3
others,628,1
others,629,6
others,630,7
others,631,3
others,632,7
others,633,6
others,634,5
others,635,1
others,637,4
others,638,4
others,643,2
others,644,4
others,645,2
others,648,1
others,649,1
others,650,3
others,651,1
others,652,1
others,653,3
others,654,3
others,656,1
others,657,1
others,658,2
others,659,1
others,660,8
others,661,6
others,662,8
others,663,1
others,664,4
others,666,8
others,667,5
others,668,5
others,669,3
others,670,6
others,671,7
others,672,3
others,673,9
others,674,16
others,675,5
others,676,4
others,677,6
others,678,7
others,679,5
others,680,7
others,681,14
others,682,6
others,683,1
others,684,17
others,685,14
others,686,4
others,687,4
others,688,7
others,689,8
others,690,4
others,691,3
others,692,6
others,693,2
others,694,1
others,695,4
others,696,3
others,697,2
others,698,5
others,699,1
others,700,9
others,701,4
others,702,5
others,703,7
others,704,1
others,705,1
others,706,1
others,707,5
others,710,8
others,711,2
others,712,5
others,713,1
others,714,2
others,715,3
others,716,2
others,717,10
others,718,5
others,719,4
others,720,7
others,721,8
others,722,8
others,723,4
others,724,7
others,725,7
others,726,4
others,727,5
others,728,5
others,729,1
others,730,3
others,731,6
others,732,1
others,733,9
others,734,1
others,735,5
others,736,2
others,737,6
others,738,7
others,739,13
others,740,13
others,741,2
others,742,4
others,743,5
others,744,5
others,745,3
others,746,5
others,747,6
others,749,3
others,751,6
others,752,2
others,753,1
others,754,3
others,755,5
others,756,2
others,757,1
others,758,1
others,759,2
others,760,2
others,763,3
others,764,7
others,765,18
others,766,7
others,767,3
others,768,6
others,769,3
others,770,9
others,771,7
others,772,9
others,773,2
others,774,6
others,775,2
others,776,3
others,777,6
others,778,1
others,779,1
others,781,4
others,782,5
others,783,7
others,784,5
others,785,4
others,786,2
others,787,13
others,788,8
others,789,8
others,790,12
others,791,4
others,792,5
others,793,7
others,794,1
others,795,4
others,796,2
others,797,7
others,798,6
others,799,6
others,800,1
others,801,2
others,802,2
others,803,7
others,804,3
others,807,4
others,808,1
others,809,3
others,811,4
others,813,1
others,815,7
others,816,7
others,817,4
others,818,4
others,819,9
others,820,1
others,821,2
others,822,6
others,823,2
others,825,4
others,826,1
others,827,9
others,829,5
others,830,1
others,832,2
others,833,3
others,834,1
others,835,1
others,836,1
others,837,3
others,840,10
others,841,5
others,842,5
others,843,1
others,845,11
others,847,9
others,848,3
others,850,2
others,851,2
others,853,5
others,854,7
others,856,7
others,857,1
others,858,17
others,859,8
others,860,20
others,861,8
others,863,5
others,864,15
others,865,3
others,866,6
others,867,2
others,868,13
others,869,13
others,870,4
others,871,4
others,872,7
others,873,3
others,874,3
others,875,6
others,876,3
others,877,1
others,879,4
others,881,2
others,882,4
others,883,2
others,884,3
others,885,2
others,886,1
others,888,8
others,889,4
others,890,2
